Labels,0,2,8,18,19,21,23,26,29,34,35,38,39,44,46,47,49,57,58,60,63,68,72,74,75,76,77,78,80,82,84,85,86,93,95,99,104,106,108,119,121,124,129,130,141,153,155,156,158,159,161,163,164,165,167,171,175,184,193,194,196,199,200,201,202,204,205,206,207,208,209,214,219,224,232,236,237,238,240,244,245,249,257,259,261,263,267,272,277,279,281,293,294,295,300,301,303,310,314,317
0,-0.419883326,-0.213772853,-0.226782008,-0.301053642,0.495492664,1.14021873,0.174242806,2.173164237,-0.370856427,-0.57026437,-0.780885816,0.004233193,-0.113362553,-0.610959926,0.410974812,-0.822441471,-0.051709816,-0.12712852,-0.267626985,-0.669758403,-0.210065148,0.192606525,-0.2364682,-0.554119128,-0.307242309,1.015238647,-0.749467042,0.078788018,0.042268242,0.515564231,2.333291634,1.876494672,-1.254989131,-0.315750247,-0.394011366,-0.161781869,-0.795274045,0.174882481,0.693177285,-0.687595048,-0.201243365,0.16066063,-0.351112215,-0.355154594,-0.12326783,0.124726432,0.329726383,-0.496305042,1.285414575,-0.795187764,-0.21119023,-0.015833555,-0.325667364,-0.180784931,-0.235582198,-0.72646273,0.783750506,-0.312196574,-0.453298669,0.673742599,-0.349445336,1.497503425,2.961513931,-0.400713976,-0.258665486,2.706421358,-0.46756948,-0.603505977,-0.378010745,0.005324287,0.64440721,-0.159419961,-0.841199754,-0.11927738,0.009379293,-1.041706739,2.184531857,-0.116940499,-0.641478626,0.882398589,-0.307583643,-0.296429654,-0.39388693,-0.584744279,-0.342173307,0.328072584,-0.475653302,-0.137756617,-0.234126391,-0.805581963,-0.076651208,-0.368417496,0.280651999,0.215190256,-0.935480781,-0.866682321,0.944096086,1.332229474,-0.52533365,0.501622264
0,-0.311509482,0.917876989,-0.323150508,-0.786752024,-0.580141896,0.154079532,-0.475491458,0.243745156,-0.438570462,-0.079480656,0.928971065,0.343271362,0.08515951,0.1322776,-0.314138697,0.319279231,-0.312589777,-0.721450002,-0.250625663,0.008410825,2.381168989,0.00089494,0.425544318,0.192793043,-0.163317917,1.009017039,0.143414613,-0.413118733,-0.296305088,1.077977377,0.015103055,0.498150176,0.123194434,-0.360052213,-0.26207616,-0.156447941,-0.609748154,-0.177530203,-1.467990482,-0.767064029,2.451695845,-0.988241243,-0.598833327,-0.513814986,-0.118606489,0.17068743,2.286479741,0.435373617,0.445820153,1.030145924,-0.243566642,0.169112476,1.856466382,-0.183556272,-0.700330726,-0.041256003,0.356945027,-0.312196574,-0.812437918,0.7181998,-0.517065634,0.181455059,0.173051266,0.102483412,0.284040816,0.048301272,-0.46756948,2.788117488,0.411222202,-0.497274473,0.771259765,-0.123924733,0.890672579,-0.112990971,-1.196335841,0.384560607,0.117820945,-0.215948955,-0.673496231,0.895871038,0.226417122,-0.274079101,-0.314508318,-0.315359689,2.652509345,0.956451288,1.106270353,0.093167612,-0.197619398,4.472121729,-0.301278865,9.129075628,-0.683705435,0.296339364,-0.500838061,-0.38226074,-0.343366618,0.497716537,0.067159995,-0.208167209
0,-0.174430589,-1.290832392,-0.217746002,1.019891823,0.398013098,0.619792498,-0.21394331,0.005866386,-0.52865784,-0.619236158,-0.192731033,-0.664981319,-0.471422085,-0.526996735,-0.410548393,-1.101541664,-0.421609872,-0.674023053,-0.267626985,-0.742066859,-0.336893169,-0.535839897,-0.102778105,-0.524968534,-0.458112699,3.63490757,-0.788999096,0.545102259,-0.168450093,-0.611057284,1.732806296,-0.195489038,0.332228893,-0.360052213,-0.474167714,-0.161781869,1.370955259,-0.564874866,1.105500006,-0.85581048,0.574136638,0.850065747,-0.613440568,-0.615006263,-0.117752926,0.331871466,-0.142055205,-0.371037153,0.750155511,-0.616697117,-0.24322601,-0.470991532,-0.364281291,-0.203065316,-0.398913138,-0.318016788,-0.813357926,-0.312196574,0.304534852,-0.670828644,-0.886382091,-0.609546076,0.307434161,-0.965691665,-0.576467951,-0.031567839,-0.46756948,-0.60802485,-0.368949467,-0.583518742,1.508786802,-0.159419961,-0.631496785,-0.11927738,1.03243813,-0.296130343,0.32694592,2.298376954,-0.500985935,1.634892373,-0.258985576,0.820112282,0.758809548,-0.541499852,-0.56018363,-0.073816493,-0.649965968,-0.328397385,-0.687845161,-0.74259687,-0.358575041,-0.412974061,0.511507782,0.538528779,0.068553653,-0.671398089,0.752999794,-0.003759482,-0.283209498,0.449404647
0,-0.302337705,0.696196803,0.474707045,0.048890481,-0.520875102,-0.358881348,0.65062562,-0.037723339,0.731011691,-0.076773021,2.378197182,0.243799084,-0.647375924,-0.636475123,-0.441427644,0.068318154,-0.044885092,0.242070261,0.778101799,-0.605893652,0.137531723,3.297239797,-0.002700417,-0.437751051,-0.350903565,1.169030189,-0.561374647,0.092459157,1.420514554,5.754985798,0.194227947,1.226016879,-0.162758643,-0.269813524,-0.107849017,-0.161781869,0.253234758,2.002438039,-0.50363223,-0.180370473,-0.72334173,-0.531230099,0.543226454,1.746769058,-0.12326783,-0.458608116,2.16159355,-0.372027882,-0.901200744,0.191158402,-0.059276616,-0.189182061,-0.045566846,-0.265594614,5.512794674,-0.280834329,0.957015624,0.913426963,-0.894511863,0.288707452,-0.294710284,2.499377955,-0.0201374,-0.23379596,-0.182492563,-0.170641514,-0.46756948,0.519651772,0.276913372,1.251778279,0.073894331,-0.012206834,-0.239448996,-0.119110279,1.043022534,0.681589259,0.80757467,2.604759193,1.669362542,0.600690244,-0.269731813,-0.567695288,-0.947554822,-0.502210201,-0.56018363,0.526363497,-0.292381473,-1.293356979,1.288815361,0.606334925,0.414358076,0.135873147,1.464356127,0.076321371,-0.097496811,1.49916781,0.386061961,1.327439409,-0.28997912,-0.952678107
0,-0.563400855,0.295747257,-0.50291722,-0.888886926,-0.946457189,-0.425584707,-0.557356763,-0.340631086,0.232882112,-0.111858526,-0.863037798,-0.605463421,-0.652753352,-0.466129212,0.505385943,-0.825782757,-0.360674834,0.57424292,-0.267626985,-0.444454078,-0.311432755,-0.33584033,-0.244533731,-0.525676104,-0.436687376,-0.752419369,-0.770015425,0.095564425,-0.171129506,0.60025677,0.046714244,0.580116369,-0.051777157,0.844122839,-0.086258631,-0.159794208,-0.340675605,0.302748746,0.601499116,-0.877350886,-0.007957901,0.566866688,-0.428035347,0.17289357,-0.119793918,0.406396624,-0.136379488,0.071012576,0.195840086,0.755194748,-0.230737107,-0.399733386,-0.760603298,-0.330610761,-0.329441501,-0.267429168,1.192486349,0.679023289,-0.715847201,-0.370600584,-0.692566491,0.052521652,1.431750348,-0.384629061,0.193517744,-0.660505396,-0.339866332,-0.404238066,-0.169405991,-0.204870364,-0.634659261,-0.080047804,0.500720841,-0.11927738,-0.406418219,-1.174556565,0.375264654,0.523785102,0.706727643,1.314632342,-0.307583643,-0.70166836,0.270449921,-0.59021698,-0.380615296,0.860440097,-0.243392446,-0.875481889,-0.186885476,0.350232804,-0.198352466,-0.180573205,-0.888852987,-0.71380972,0.310102593,-0.557430625,-1.177659217,-0.534586167,-0.511723635,1.07210109
1,-0.497657572,-0.525113219,-0.294680473,0.00747748,-0.044586024,-0.428103336,-0.568444087,0.001335086,0.304217582,0.580384753,-0.141519474,-0.143509861,-0.137172537,0.166057462,0.008728227,0.938768631,0.159154665,0.241549006,-0.26259592,0.154680164,-0.369513707,-0.218144585,-0.162516081,-0.056011548,-0.39384401,0.42686548,0.173136003,-0.793395473,0.251724095,-0.556526555,-0.09246405,-0.302170873,-0.678515274,0.180947878,-0.141180875,-0.161781869,0.183625017,0.112042224,0.920610883,1.327231728,0.414900517,0.414771837,0.690781117,0.206747751,-0.122654754,1.656260667,0.75789823,-0.035125857,-1.221167987,-0.637010655,-0.238801881,-0.236366125,-0.385641971,-0.137205915,-0.471544582,0.003635119,0.078989458,-0.312196574,0.078128784,0.206244917,-0.064135953,-0.827974876,-0.82370479,-0.244083414,-0.327360208,0.598130376,-0.33234717,-0.548732727,-0.313995712,-0.088990841,-0.379361879,-0.117397167,0.307284675,-0.118991137,0.352095775,1.379884437,0.066381418,-0.897586165,-0.680854161,1.012146918,-0.258956188,-0.305104925,0.164504719,-0.028202104,-0.465112971,-0.83875981,-0.218858834,0.354653299,0.056299266,-0.280033028,-0.02465036,-0.379527937,-0.489063022,-0.175079119,2.25774322,-0.158361096,-0.212641326,-1.131931043,-0.153234423,-0.309779002
0,-0.317198273,-0.552794897,0.024801885,0.131304968,1.233515554,2.981179497,0.370785079,4.905987966,1.393233809,0.230234114,0.043483804,0.42021302,0.590104173,-0.155154354,0.946083811,-0.203916006,0.318755718,0.815156855,-0.261853955,-0.450481073,0.990040801,1.894138838,-0.282209044,-0.219082159,-0.325539263,0.648190901,-0.197815234,1.855677433,-0.479793413,0.574865884,1.236880193,0.338586342,-0.354320909,0.304979368,-0.270016201,-0.036201776,-1.341469585,0.256599186,0.610412744,-0.026752131,-0.213449715,-0.236441269,-0.528331917,0.505351036,-0.115529622,-1.412137311,2.779447412,-0.512173537,1.161320225,0.190845015,-0.118613608,-0.517882586,-0.238324188,0.42626774,-0.252748293,-0.025975838,1.121463546,-0.312196574,-0.796205344,0.20564055,0.494103577,1.8094364,1.113058984,-0.251984032,-0.054985709,-0.660505396,-0.46756948,-0.008906817,0.04772743,0.577281358,1.86211085,-0.159419961,-0.071304724,-0.11927738,1.073858172,0.556512302,-0.327595547,1.112007469,0.316859044,-0.736539949,-0.196002051,-0.536596994,-0.960285343,-0.400759352,2.603350718,0.927632816,0.129964697,-1.091381882,0.633994532,0.175193773,1.186148268,-0.100091577,0.952707334,0.092600821,-1.044055536,-1.277543297,-1.027698391,2.101901926,-0.316639058,-0.441484931
1,-0.294544718,-0.277301389,0.040749152,-1.082548031,0.0764973,-0.480178921,2.36703212,0.222856753,0.794290035,-0.257267711,0.705084318,-0.019118361,-0.596900464,-0.562153552,-0.425889498,-0.425841299,-0.249412329,-0.497246289,-0.260912816,0.379206131,-0.064196135,-0.041280968,-0.282209044,1.055123243,-0.176760924,0.462849538,0.000208666,-0.225891165,-0.599873979,0.951712226,-0.739060396,-0.49824129,0.314399159,-0.256933959,-0.10787349,-0.161781869,-0.850002655,0.709169081,-0.411561151,0.71689618,0.067796349,-1.234604464,3.334753259,1.551957615,-0.122449654,1.559603358,-0.403290794,-0.097359234,0.165440929,-0.470658421,1.890683582,-0.434412539,5.213907727,2.708309419,2.118304184,0.030296038,-0.224747675,-0.078744472,-0.54630592,0.54526228,-0.053045639,1.99742106,0.16294765,4.09048913,-0.210773835,-0.380583178,-0.287109607,1.302178088,-0.159694799,0.536695492,0.813393263,-0.047270278,-0.326849615,-0.116699375,-0.044227912,1.402167888,-0.569554894,-0.665275066,0.322457091,1.96860673,0.741389113,-0.486024699,-0.018063935,0.089600334,3.563050087,0.802148878,2.459760272,-0.116017496,0.971351531,0.239351606,0.861632996,-0.312599104,-0.305937114,0.16771849,-0.350142129,3.232395687,-1.038759367,0.452195678,0.107082242,0.143131358
0,-0.580845365,0.757217541,-0.736043844,-0.402475941,0.049323989,-0.560213471,-0.714131795,-0.598596392,-0.788485487,-0.660749138,-1.083028315,-1.039858865,0.126628406,-0.189733873,-0.550194671,-1.177444123,-0.421609872,-0.637961198,-0.267626985,-0.687484693,-0.434883172,-0.535839897,-0.006449864,-0.600575677,-0.426680963,-0.552038489,-0.844038644,-0.712968293,2.664671434,-0.713798694,-0.676314971,-0.643110303,-0.020093102,-0.360052213,-0.497027962,-0.161781869,2.495142262,-0.950261598,0.176953397,-1.062045909,0.433543305,-0.094313677,-0.759286538,-0.212782146,-0.12326783,0.015630214,1.042885086,0.864381952,-1.60517249,-0.47839318,-0.242207573,-0.247632833,-0.954167379,-0.371083088,-0.845433402,0.002736947,-1.062628081,-0.312196574,0.718232092,-1.290427414,-0.394134221,-0.975898967,-1.116026745,-0.462274282,1.107599545,0.064401871,-0.46756948,-0.602630515,-0.10097482,0.792758444,-2.682488527,0.784651524,0.074447188,-0.11927738,-1.290852361,-0.711802493,-0.586649773,-0.585428348,0.597371695,-1.066816157,-0.307583643,-0.580082812,1.166717202,1.286443514,-0.395900153,-1.205574262,-0.892276385,2.363024168,-0.864127665,-0.981810671,-0.480738429,-0.452005051,-1.179218369,-0.833669613,0.859016292,-0.651650549,-2.238901206,-1.192982742,-0.503515325,0.061466977
